car_name,count_CM_CY,pct_CM_CY,cum_YTD_CY,pct_YTD_CY,count_CM_LY,pct_CM_LY,cum_YTD_LY,pct_YTD_LY,chg_CM_YOY,chg_YTD_YOY,yearsel,monthsel,velgfordelt
2. Toyota Avensis,414,"4,0",414,"4,0",347,"3,6",347,"3,6","19,3","19,3",2011.0,1,0
3. Toyota Auris,409,"3,9",409,"3,9",190,"2,0",190,"2,0","115,3","115,3",2011.0,1,0
4. Nissan Qashqai,303,"2,9",303,"2,9",279,"2,9",279,"2,9","8,6","8,6",2011.0,1,0
5. Volkswagen Polo,301,"2,9",301,"2,9",310,"3,2",310,"3,2","-2,9","-2,9",2011.0,1,0
6. Volkswagen Passat,269,"2,6",269,"2,6",299,"3,1",299,"3,1","-10,0","-10,0",2011.0,1,0
7. Skoda Octavia,257,"2,5",257,"2,5",197,"2,0",197,"2,0","30,5","30,5",2011.0,1,0
8. Ford Mondeo,245,"2,4",245,"2,4",226,"2,3",226,"2,3","8,4","8,4",2011.0,1,0
9. Ford Focus,206,"2,0",206,"2,0",166,"1,7",166,"1,7","24,1","24,1",2011.0,1,0
10. Volvo V70,203,"2,0",203,"2,0",181,"1,9",181,"1,9","12,2","12,2",2011.0,1,0
11. Mitsubishi ASX,202,"1,9",202,"1,9",0,"0,0",0,"0,0",,,2011.0,1,0
12. Suzuki Swift,199,"1,9",199,"1,9",118,"1,2",118,"1,2","68,6","68,6",2011.0,1,0
13. Toyota Rav4,194,"1,9",194,"1,9",182,"1,9",182,"1,9","6,6","6,6",2011.0,1,0
14. Volkswagen Touran,186,"1,8",186,"1,8",64,"0,7",64,"0,7","190,6","190,6",2011.0,1,0
15. Toyota Prius,173,"1,7",173,"1,7",403,"4,2",403,"4,2","-57,1","-57,1",2011.0,1,0
16. Suzuki SX4,171,"1,6",171,"1,6",154,"1,6",154,"1,6","11,0","11,0",2011.0,1,0
17. BMW X1,168,"1,6",168,"1,6",41,"0,4",41,"0,4","309,8","309,8",2011.0,1,0
17. Opel Astra,168,"1,6",168,"1,6",149,"1,5",149,"1,5","12,8","12,8",2011.0,1,0
18. Peugeot 3008,167,"1,6",167,"1,6",336,"3,5",336,"3,5","-50,3","-50,3",2011.0,1,0
19. Volkswagen Tiguan,158,"1,5",158,"1,5",57,"0,6",57,"0,6","177,2","177,2",2011.0,1,0
19. Volvo V50,158,"1,5",158,"1,5",302,"3,1",302,"3,1","-47,7","-47,7",2011.0,1,0
TOTALT,10 838,100,10 838,100,10 372,100,10 372,100,"4,5","4,5",2012.0,1,0
1. Volkswagen Golf,482,"4,4",482,"4,4",637,"6,1",637,"6,1","-24,3","-24,3",2012.0,1,0
2. Toyota Yaris,381,"3,5",381,"3,5",125,"1,2",125,"1,2","204,8","204,8",2012.0,1,0
3. Volkswagen Tiguan,336,"3,1",336,"3,1",158,"1,5",158,"1,5","112,7","112,7",2012.0,1,0
4. Nissan Qashqai,331,"3,1",331,"3,1",303,"2,9",303,"2,9","9,2","9,2",2012.0,1,0
5. Volvo V70,313,"2,9",313,"2,9",203,"2,0",203,"2,0","54,2","54,2",2012.0,1,0
6. Volkswagen Passat,290,"2,7",290,"2,7",269,"2,6",269,"2,6","7,8","7,8",2012.0,1,0
7. Ford Focus,251,"2,3",251,"2,3",206,"2,0",206,"2,0","21,8","21,8",2012.0,1,0
8. Mitsubishi ASX,238,"2,2",238,"2,2",202,"1,9",202,"1,9","17,8","17,8",2012.0,1,0
9. BMW X3,237,"2,2",237,"2,2",25,"0,2",25,"0,2","848,0","848,0",2012.0,1,0
10. Volvo V60,225,"2,1",225,"2,1",63,"0,6",63,"0,6","257,1","257,1",2012.0,1,0
11. Volvo XC60,223,"2,1",223,"2,1",127,"1,2",127,"1,2","75,6","75,6",2012.0,1,0
12. Toyota Avensis,221,"2,0",221,"2,0",414,"4,0",414,"4,0","-46,6","-46,6",2012.0,1,0
13. Nissan Leaf,210,"1,9",210,"1,9",0,"0,0",0,"0,0",,,2012.0,1,0
14. Peugeot 508,186,"1,7",186,"1,7",0,"0,0",0,"0,0",,,2012.0,1,0
15. Toyota Auris,184,"1,7",184,"1,7",409,"3,9",409,"3,9","-55,0","-55,0",2012.0,1,0
16. Ford Mondeo,182,"1,7",182,"1,7",245,"2,4",245,"2,4","-25,7","-25,7",2012.0,1,0
17. Toyota Rav4,179,"1,7",179,"1,7",194,"1,9",194,"1,9","-7,7","-7,7",2012.0,1,0
17. Volkswagen Polo,179,"1,7",179,"1,7",301,"2,9",301,"2,9","-40,5","-40,5",2012.0,1,0
18. Audi Q3,159,"1,5",159,"1,5",0,"0,0",0,"0,0",,,2012.0,1,0
19. Suzuki Swift,158,"1,5",158,"1,5",199,"1,9",199,"1,9","-20,6","-20,6",2012.0,1,0
TOTALT,11 639,100,11 639,100,10 838,100,10 838,100,"7,4","7,4",2013.0,1,0
1. Volkswagen Golf,733,"6,3",733,"6,3",482,"4,4",482,"4,4","52,1","52,1",2013.0,1,0
2. Mazda CX-5,490,"4,2",490,"4,2",0,"0,0",0,"0,0",,,2013.0,1,0
3. Toyota Yaris,403,"3,5",403,"3,5",381,"3,5",381,"3,5","5,8","5,8",2013.0,1,0
4. Mitsubishi Outlander,392,"3,4",392,"3,4",93,"0,9",93,"0,9","321,5","321,5",2013.0,1,0
5. Ford Focus,317,"2,7",317,"2,7",251,"2,3",251,"2,3","26,3","26,3",2013.0,1,0
6. Nissan Qashqai,277,"2,4",277,"2,4",331,"3,1",331,"3,1","-16,3","-16,3",2013.0,1,0
7. Volkswagen Tiguan,274,"2,4",274,"2,4",336,"3,1",336,"3,1","-18,5","-18,5",2013.0,1,0
8. Volvo V70,269,"2,3",269,"2,3",313,"2,9",313,"2,9","-14,1","-14,1",2013.0,1,0
9. Nissan Leaf,265,"2,3",265,"2,3",210,"1,9",210,"1,9","26,2","26,2",2013.0,1,0
10. Toyota Prius,248,"2,1",248,"2,1",102,"0,9",102,"0,9","143,1","143,1",2013.0,1,0
11. Volkswagen Passat,245,"2,1",245,"2,1",290,"2,7",290,"2,7","-15,5","-15,5",2013.0,1,0
12. Volvo V40,243,"2,1",243,"2,1",0,"0,0",0,"0,0",,,2013.0,1,0
13. Volvo V60,211,"1,8",211,"1,8",225,"2,1",225,"2,1","-6,2","-6,2",2013.0,1,0
14. Honda CR-V,204,"1,8",204,"1,8",27,"0,2",27,"0,2","655,6","655,6",2013.0,1,0
15. Toyota Avensis,203,"1,7",203,"1,7",221,"2,0",221,"2,0","-8,1","-8,1",2013.0,1,0
16. BMW X3,195,"1,7",195,"1,7",237,"2,2",237,"2,2","-17,7","-17,7",2013.0,1,0
17. Peugeot 208,194,"1,7",194,"1,7",0,"0,0",0,"0,0",,,2013.0,1,0
18. BMW 3-serie,192,"1,6",192,"1,6",87,"0,8",87,"0,8","120,7","120,7",2013.0,1,0
19. Peugeot 508,180,"1,5",180,"1,5",186,"1,7",186,"1,7","-3,2","-3,2",2013.0,1,0
20. Audi A4,179,"1,5",179,"1,5",122,"1,1",122,"1,1","46,7","46,7",2013.0,1,0
TOTALT,11 385,100,11 385,100,11 639,100,11 639,100,"-2,2","-2,2",2014.0,1,0
1. Nissan Leaf,650,"5,7",650,"5,7",265,"2,3",265,"2,3","145,3","145,3",2014.0,1,0
2. Toyota Auris,563,"4,9",563,"4,9",169,"1,5",169,"1,5","233,1","233,1",2014.0,1,0
3. Volkswagen Golf,465,"4,1",465,"4,1",733,"6,3",733,"6,3","-36,6","-36,6",2014.0,1,0
4. Mazda CX-5,406,"3,6",406,"3,6",490,"4,2",490,"4,2","-17,1","-17,1",2014.0,1,0
5. Skoda Octavia,378,"3,3",378,"3,3",160,"1,4",160,"1,4","136,3","136,3",2014.0,1,0
6. Toyota Yaris,351,"3,1",351,"3,1",403,"3,5",403,"3,5","-12,9","-12,9",2014.0,1,0
7. Suzuki SX4,314,"2,8",314,"2,8",60,"0,5",60,"0,5","423,3","423,3",2014.0,1,0
8. Toyota Rav4,282,"2,5",282,"2,5",65,"0,6",65,"0,6","333,8","333,8",2014.0,1,0
9. BMW 3-serie,235,"2,1",235,"2,1",192,"1,6",192,"1,6","22,4","22,4",2014.0,1,0
10. Volkswagen Tiguan,231,"2,0",231,"2,0",274,"2,4",274,"2,4","-15,7","-15,7",2014.0,1,0
11. Volkswagen up!,218,"1,9",218,"1,9",130,"1,1",130,"1,1","67,7","67,7",2014.0,1,0
12. Volkswagen Passat,207,"1,8",207,"1,8",245,"2,1",245,"2,1","-15,5","-15,5",2014.0,1,0
13. BMW X3,186,"1,6",186,"1,6",195,"1,7",195,"1,7","-4,6","-4,6",2014.0,1,0
14. Peugeot 2008,183,"1,6",183,"1,6",0,"0,0",0,"0,0",,,2014.0,1,0
15. Mitsubishi Outlander,174,"1,5",174,"1,5",392,"3,4",392,"3,4","-55,6","-55,6",2014.0,1,0
15. Volvo XC60,174,"1,5",174,"1,5",102,"0,9",102,"0,9","70,6","70,6",2014.0,1,0
16. Volvo V70,166,"1,5",166,"1,5",269,"2,3",269,"2,3","-38,3","-38,3",2014.0,1,0
17. Peugeot 308,160,"1,4",160,"1,4",24,"0,2",24,"0,2","566,7","566,7",2014.0,1,0
18. Ford Kuga,152,"1,3",152,"1,3",79,"0,7",79,"0,7","92,4","92,4",2014.0,1,0
19. Audi A3,151,"1,3",151,"1,3",71,"0,6",71,"0,6","112,7","112,7",2014.0,1,0
TOTALT,10 523,100,10 523,100,11 385,100,11 385,100,"-7,6","-7,6",2015.0,1,0
1. Volkswagen Golf,1 313,"12,5",1 313,"12,5",465,"4,1",465,"4,1","182,4","182,4",2015.0,1,0
2. Toyota Rav4,535,"5,1",535,"5,1",282,"2,5",282,"2,5","89,7","89,7",2015.0,1,0
3. Toyota Yaris,328,"3,1",328,"3,1",351,"3,1",351,"3,1","-6,6","-6,6",2015.0,1,0
4. Mitsubishi Outlander,326,"3,1",326,"3,1",174,"1,5",174,"1,5","87,4","87,4",2015.0,1,0
5. Nissan Qashqai,315,"3,0",315,"3,0",100,"0,9",100,"0,9","215,0","215,0",2015.0,1,0
6. Toyota Auris,313,"3,0",313,"3,0",563,"4,9",563,"4,9","-44,4","-44,4",2015.0,1,0
7. Nissan Leaf,309,"2,9",309,"2,9",650,"5,7",650,"5,7","-52,5","-52,5",2015.0,1,0
8. Skoda Octavia,289,"2,7",289,"2,7",378,"3,3",378,"3,3","-23,5","-23,5",2015.0,1,0
9. Volkswagen Passat,254,"2,4",254,"2,4",207,"1,8",207,"1,8","22,7","22,7",2015.0,1,0
10. Mazda CX-5,252,"2,4",252,"2,4",406,"3,6",406,"3,6","-37,9","-37,9",2015.0,1,0
11. Hyundai i20,217,"2,1",217,"2,1",41,"0,4",41,"0,4","429,3","429,3",2015.0,1,0
12. Volkswagen up!,194,"1,8",194,"1,8",218,"1,9",218,"1,9","-11,0","-11,0",2015.0,1,0
13. Mercedes-Benz C-klasse,178,"1,7",178,"1,7",69,"0,6",69,"0,6","158,0","158,0",2015.0,1,0
14. Suzuki SX4,170,"1,6",170,"1,6",314,"2,8",314,"2,8","-45,9","-45,9",2015.0,1,0
15. Ford Kuga,147,"1,4",147,"1,4",152,"1,3",152,"1,3","-3,3","-3,3",2015.0,1,0
16. Ford Focus,143,"1,4",143,"1,4",120,"1,1",120,"1,1","19,2","19,2",2015.0,1,0
17. Ford Mondeo,124,"1,2",124,"1,2",133,"1,2",133,"1,2","-6,8","-6,8",2015.0,1,0
18. Audi A3,119,"1,1",119,"1,1",151,"1,3",151,"1,3","-21,2","-21,2",2015.0,1,0
19. Volkswagen Tiguan,118,"1,1",118,"1,1",231,"2,0",231,"2,0","-48,9","-48,9",2015.0,1,0
20. Nissan X-Trail,116,"1,1",116,"1,1",14,"0,1",14,"0,1","728,6","728,6",2015.0,1,0
TOTALT,10 991,100,10 991,100,10 523,100,10 523,100,"4,4","4,4",2016.0,1,0
1. Volkswagen Golf,998,"9,1",998,"9,1",1 313,"12,5",1 313,"12,5","-24,0","-24,0",2016.0,1,0
2. Toyota Rav4,328,"3,0",328,"3,0",535,"5,1",535,"5,1","-38,7","-38,7",2016.0,1,0
3. Toyota Yaris,317,"2,9",317,"2,9",328,"3,1",328,"3,1","-3,4","-3,4",2016.0,1,0
4. Toyota Auris,300,"2,7",300,"2,7",313,"3,0",313,"3,0","-4,2","-4,2",2016.0,1,0
5. BMW i3,294,"2,7",294,"2,7",101,"1,0",101,"1,0","191,1","191,1",2016.0,1,0
6. Nissan Leaf,284,"2,6",284,"2,6",309,"2,9",309,"2,9","-8,1","-8,1",2016.0,1,0
7. Mazda CX-3,269,"2,4",269,"2,4",0,"0,0",0,"0,0",,,2016.0,1,0
8. Volkswagen Passat,236,"2,1",236,"2,1",254,"2,4",254,"2,4","-7,1","-7,1",2016.0,1,0
9. Audi A3,233,"2,1",233,"2,1",119,"1,1",119,"1,1","95,8","95,8",2016.0,1,0
10. Mazda CX-5,223,"2,0",223,"2,0",252,"2,4",252,"2,4","-11,5","-11,5",2016.0,1,0
11. Suzuki Vitara,219,"2,0",219,"2,0",3,"0,0",3,"0,0","7 200,0","7 200,0",2016.0,1,0
12. Volvo XC90,215,"2,0",215,"2,0",0,"0,0",0,"0,0",,,2016.0,1,0
13. Skoda Octavia,213,"1,9",213,"1,9",289,"2,7",289,"2,7","-26,3","-26,3",2016.0,1,0
14. Ford Mondeo,211,"1,9",211,"1,9",124,"1,2",124,"1,2","70,2","70,2",2016.0,1,0
15. Renault Zoe,197,"1,8",197,"1,8",79,"0,8",79,"0,8","149,4","149,4",2016.0,1,0
16. Nissan Qashqai,196,"1,8",196,"1,8",315,"3,0",315,"3,0","-37,8","-37,8",2016.0,1,0
17. Skoda Superb,186,"1,7",186,"1,7",39,"0,4",39,"0,4","376,9","376,9",2016.0,1,0
18. Peugeot 308,176,"1,6",176,"1,6",110,"1,0",110,"1,0","60,0","60,0",2016.0,1,0
19. BMW X5,170,"1,5",170,"1,5",49,"0,5",49,"0,5","246,9","246,9",2016.0,1,0
20. Volkswagen up!,165,"1,5",165,"1,5",194,"1,8",194,"1,8","-14,9","-14,9",2016.0,1,0
TOTALT,7 972,100,17 628,100,7 719,100,15 952,100,"3,3","10,5",2e3,2,0
1. Toyota Yaris,476,"6,0",1 154,"6,5",0,"0,0",0,"0,0",,,2e3,2,0
2. Volkswagen Golf,374,"4,7",848,"4,8",342,"4,4",982,"6,2","9,4","-13,6",2e3,2,0
3. Volkswagen Passat,358,"4,5",754,"4,3",320,"4,1",920,"5,8","11,9","-18,0",2e3,2,0
4. Ford Focus,244,"3,1",633,"3,6",418,"5,4",607,"3,8","-41,6","4,3",2e3,2,0
5. Toyota Avensis,338,"4,2",599,"3,4",262,"3,4",525,"3,3","29,0","14,1",2e3,2,0
6. Opel Astra,252,"3,2",581,"3,3",439,"5,7",1 016,"6,4","-42,6","-42,8",2e3,2,0
7. Volkswagen Polo,211,"2,6",508,"2,9",180,"2,3",312,"2,0","17,2","62,8",2e3,2,0
8. Toyota Corolla,376,"4,7",506,"2,9",317,"4,1",604,"3,8","18,6","-16,2",2e3,2,0
9. Renault Megane,168,"2,1",456,"2,6",109,"1,4",279,"1,7","54,1","63,4",2e3,2,0
10. Peugeot 406,178,"2,2",442,"2,5",172,"2,2",342,"2,1","3,5","29,2",2e3,2,0
11. Nissan Primera,179,"2,2",437,"2,5",148,"1,9",273,"1,7","20,9","60,1",2e3,2,0
12. Skoda Octavia,190,"2,4",391,"2,2",123,"1,6",242,"1,5","54,5","61,6",2e3,2,0
13. Opel Zafira,167,"2,1",357,"2,0",0,"0,0",0,"0,0",,,2e3,2,0
13. Suzuki Baleno,160,"2,0",357,"2,0",131,"1,7",237,"1,5","22,1","50,6",2e3,2,0
14. Peugeot 206,180,"2,3",347,"2,0",205,"2,7",414,"2,6","-12,2","-16,2",2e3,2,0
15. Volvo S40/V40,169,"2,1",344,"2,0",81,"1,0",197,"1,2","108,6","74,6",2e3,2,0
16. Honda HR-V,103,"1,3",322,"1,8",59,"0,8",91,"0,6","74,6","253,8",2e3,2,0
17. Opel Vectra,139,"1,7",313,"1,8",296,"3,8",397,"2,5","-53,0","-21,2",2e3,2,0
18. Ford Mondeo,113,"1,4",311,"1,8",159,"2,1",357,"2,2","-28,9","-12,9",2e3,2,0
19. BMW 3-serie,135,"1,7",309,"1,8",78,"1,0",225,"1,4","73,1","37,3",2e3,2,0
TOTALT,6 664,100,14 542,100,7 972,100,17 628,100,"-16,4","-17,5",2001.0,2,0
1. Volkswagen Passat,433,"6,5",883,"6,1",358,"4,5",754,"4,3","20,9","17,1",2001.0,2,0
2. Ford Mondeo,448,"6,7",661,"4,5",113,"1,4",311,"1,8","296,5","112,5",2001.0,2,0
2. Toyota Yaris,239,"3,6",661,"4,5",476,"6,0",1 154,"6,5","-49,8","-42,7",2001.0,2,0
3. Toyota Avensis,307,"4,6",555,"3,8",338,"4,2",599,"3,4","-9,2","-7,3",2001.0,2,0
4. Volkswagen Golf,206,"3,1",539,"3,7",374,"4,7",848,"4,8","-44,9","-36,4",2001.0,2,0
5. Peugeot 406,221,"3,3",498,"3,4",178,"2,2",442,"2,5","24,2","12,7",2001.0,2,0
6. Ford Focus,186,"2,8",481,"3,3",244,"3,1",633,"3,6","-23,8","-24,0",2001.0,2,0
7. Opel Astra,184,"2,8",398,"2,7",252,"3,2",581,"3,3","-27,0","-31,5",2001.0,2,0
8. Toyota Rav4,137,"2,1",341,"2,3",18,"0,2",44,"0,2","661,1","675,0",2001.0,2,0
9. Opel Zafira,128,"1,9",340,"2,3",167,"2,1",357,"2,0","-23,4","-4,8",2001.0,2,0
10. Audi A4,157,"2,4",339,"2,3",111,"1,4",257,"1,5","41,4","31,9",2001.0,2,0
11. Toyota Corolla,161,"2,4",319,"2,2",376,"4,7",506,"2,9","-57,2","-37,0",2001.0,2,0
12. Opel Corsa,149,"2,2",315,"2,2",90,"1,1",194,"1,1","65,6","62,4",2001.0,2,0
13. Volvo V70,144,"2,2",298,"2,0",132,"1,7",237,"1,3","9,1","25,7",2001.0,2,0
14. Opel Vectra,153,"2,3",285,"2,0",139,"1,7",313,"1,8","10,1","-8,9",2001.0,2,0
15. Peugeot 206,112,"1,7",275,"1,9",180,"2,3",347,"2,0","-37,8","-20,7",2001.0,2,0
16. Volvo S40/V40,154,"2,3",256,"1,8",169,"2,1",344,"2,0","-8,9","-25,6",2001.0,2,0
17. Mercedes-Benz C-klasse,119,"1,8",247,"1,7",74,"0,9",174,"1,0","60,8","42,0",2001.0,2,0
17. Skoda Octavia,105,"1,6",247,"1,7",190,"2,4",391,"2,2","-44,7","-36,8",2001.0,2,0
18. Renault Megane,117,"1,8",245,"1,7",168,"2,1",456,"2,6","-30,4","-46,3",2001.0,2,0
TOTALT,7 024,100,14 410,100,6 664,100,14 542,100,"5,4","-0,9",2002.0,2,0
1. Toyota Corolla,554,"7,9",924,"6,4",161,"2,4",319,"2,2","244,1","189,7",2002.0,2,0
2. Ford Mondeo,257,"3,7",655,"4,5",448,"6,7",661,"4,5","-42,6","-0,9",2002.0,2,0
3. Peugeot 307,293,"4,2",622,"4,3",0,"0,0",0,"0,0",,,2002.0,2,0
4. Volkswagen Passat,266,"3,8",576,"4,0",433,"6,5",883,"6,1","-38,6","-34,8",2002.0,2,0
5. Volkswagen Golf,256,"3,6",569,"3,9",206,"3,1",539,"3,7","24,3","5,6",2002.0,2,0
6. Toyota Yaris,275,"3,9",547,"3,8",239,"3,6",661,"4,5","15,1","-17,2",2002.0,2,0
7. Volkswagen Polo,207,"2,9",414,"2,9",100,"1,5",192,"1,3","107,0","115,6",2002.0,2,0
8. Toyota Rav4,145,"2,1",410,"2,8",137,"2,1",341,"2,3","5,8","20,2",2002.0,2,0
9. Audi A4,185,"2,6",405,"2,8",157,"2,4",339,"2,3","17,8","19,5",2002.0,2,0
10. Toyota Avensis,205,"2,9",368,"2,6",307,"4,6",555,"3,8","-33,2","-33,7",2002.0,2,0
11. Ford Focus,191,"2,7",329,"2,3",186,"2,8",481,"3,3","2,7","-31,6",2002.0,2,0
12. Peugeot 406,148,"2,1",326,"2,3",221,"3,3",498,"3,4","-33,0","-34,5",2002.0,2,0
13. Renault Laguna,156,"2,2",323,"2,2",32,"0,5",92,"0,6","387,5","251,1",2002.0,2,0
14. Opel Astra,149,"2,1",292,"2,0",184,"2,8",398,"2,7","-19,0","-26,6",2002.0,2,0
15. Opel Zafira,128,"1,8",266,"1,8",128,"1,9",340,"2,3","0,0","-21,8",2002.0,2,0
16. Peugeot 206,124,"1,8",245,"1,7",112,"1,7",275,"1,9","10,7","-10,9",2002.0,2,0
17. Nissan X-Trail,92,"1,3",238,"1,7",0,"0,0",0,"0,0",,,2002.0,2,0
18. Volvo V70,148,"2,1",237,"1,6",144,"2,2",298,"2,0","2,8","-20,5",2002.0,2,0
19. Skoda Octavia,133,"1,9",225,"1,6",105,"1,6",247,"1,7","26,7","-8,9",2002.0,2,0
20. BMW 3-serie,119,"1,7",222,"1,5",82,"1,2",231,"1,6","45,1","-3,9",2002.0,2,0
TOTALT,6 544,100,13 520,100,7 024,100,14 410,100,"-6,8","-6,2",2003.0,2,0
1. Peugeot 307,332,"5,1",740,"5,5",293,"4,2",622,"4,3","13,3","19,0",2003.0,2,0
2. Toyota Corolla,305,"4,7",706,"5,2",554,"7,9",924,"6,4","-44,9","-23,6",2003.0,2,0
3. Toyota Rav4,259,"4,0",683,"5,1",145,"2,1",410,"2,8","78,6","66,6",2003.0,2,0
4. Volkswagen Passat,273,"4,2",522,"3,9",266,"3,8",576,"4,0","2,6","-9,4",2003.0,2,0
5. Toyota Yaris,186,"2,8",478,"3,5",275,"3,9",547,"3,8","-32,4","-12,6",2003.0,2,0
6. Ford Mondeo,209,"3,2",444,"3,3",257,"3,7",655,"4,5","-18,7","-32,2",2003.0,2,0
7. Volkswagen Golf,194,"3,0",404,"3,0",256,"3,6",569,"3,9","-24,2","-29,0",2003.0,2,0
8. Mazda 6,190,"2,9",333,"2,5",0,"0,0",0,"0,0",,,2003.0,2,0
9. Audi A4,172,"2,6",332,"2,5",185,"2,6",405,"2,8","-7,0","-18,0",2003.0,2,0
10. Volvo S40/V40,127,"1,9",326,"2,4",69,"1,0",170,"1,2","84,1","91,8",2003.0,2,0
11. Peugeot 206,153,"2,3",312,"2,3",124,"1,8",245,"1,7","23,4","27,3",2003.0,2,0
12. Peugeot 406,158,"2,4",310,"2,3",148,"2,1",326,"2,3","6,8","-4,9",2003.0,2,0
13. Opel Zafira,180,"2,8",293,"2,2",128,"1,8",266,"1,8","40,6","10,2",2003.0,2,0
14. Volkswagen Polo,125,"1,9",292,"2,2",207,"2,9",414,"2,9","-39,6","-29,5",2003.0,2,0
15. Ford Focus,159,"2,4",287,"2,1",191,"2,7",329,"2,3","-16,8","-12,8",2003.0,2,0
16. Toyota Avensis,93,"1,4",284,"2,1",205,"2,9",368,"2,6","-54,6","-22,8",2003.0,2,0
17. Opel Astra,103,"1,6",248,"1,8",149,"2,1",292,"2,0","-30,9","-15,1",2003.0,2,0
18. Renault Megane,179,"2,7",236,"1,7",79,"1,1",165,"1,1","126,6","43,0",2003.0,2,0
18. Volvo V70,131,"2,0",236,"1,7",148,"2,1",237,"1,6","-11,5","-0,4",2003.0,2,0
19. Nissan X-Trail,93,"1,4",231,"1,7",92,"1,3",238,"1,7","1,1","-2,9",2003.0,2,0
TOTALT,8 326,100,16 528,100,6 544,100,13 520,100,"27,2","22,2",2004.0,2,0
1. Toyota Avensis,476,"5,7",1 033,"6,3",93,"1,4",284,"2,1","411,8","263,7",2004.0,2,0
2. Toyota Corolla,415,"5,0",816,"4,9",305,"4,7",706,"5,2","36,1","15,6",2004.0,2,0
3. Volkswagen Golf,463,"5,6",814,"4,9",194,"3,0",404,"3,0","138,7","101,5",2004.0,2,0
4. Peugeot 307,333,"4,0",632,"3,8",332,"5,1",740,"5,5","0,3","-14,6",2004.0,2,0
5. Ford Mondeo,261,"3,1",555,"3,4",209,"3,2",444,"3,3","24,9","25,0",2004.0,2,0
6. Ford Focus,205,"2,5",504,"3,0",159,"2,4",287,"2,1","28,9","75,6",2004.0,2,0
7. Toyota Yaris,223,"2,7",479,"2,9",186,"2,8",478,"3,5","19,9","0,2",2004.0,2,0
8. Volkswagen Passat,274,"3,3",469,"2,8",273,"4,2",522,"3,9","0,4","-10,2",2004.0,2,0
9. Toyota Rav4,218,"2,6",453,"2,7",259,"4,0",683,"5,1","-15,8","-33,7",2004.0,2,0
10. Mazda 6,228,"2,7",441,"2,7",190,"2,9",333,"2,5","20,0","32,4",2004.0,2,0
11. Opel Vectra,228,"2,7",422,"2,6",69,"1,1",162,"1,2","230,4","160,5",2004.0,2,0
12. Volkswagen Polo,188,"2,3",388,"2,3",125,"1,9",292,"2,2","50,4","32,9",2004.0,2,0
13. Volkswagen Touran,193,"2,3",349,"2,1",0,"0,0",0,"0,0",,,2004.0,2,0
14. Volvo S40/V40,180,"2,2",347,"2,1",127,"1,9",326,"2,4","41,7","6,4",2004.0,2,0
15. Peugeot 406,144,"1,7",325,"2,0",158,"2,4",310,"2,3","-8,9","4,8",2004.0,2,0
16. Audi A4,178,"2,1",317,"1,9",172,"2,6",332,"2,5","3,5","-4,5",2004.0,2,0
17. Volvo V70,166,"2,0",314,"1,9",131,"2,0",236,"1,7","26,7","33,1",2004.0,2,0
18. Hyundai Getz,75,"0,9",281,"1,7",90,"1,4",217,"1,6","-16,7","29,5",2004.0,2,0
19. Honda CR-V,138,"1,7",274,"1,7",126,"1,9",226,"1,7","9,5","21,2",2004.0,2,0
19. Nissan X-Trail,176,"2,1",274,"1,7",93,"1,4",231,"1,7","89,2","18,6",2004.0,2,0
TOTALT,8 325,100,15 700,100,8 326,100,16 528,100,"-0,0","-5,0",2005.0,2,0
1. Toyota Corolla,437,"5,2",967,"6,2",415,"5,0",816,"4,9","5,3","18,5",2005.0,2,0
2. Toyota Avensis,277,"3,3",776,"4,9",476,"5,7",1 033,"6,3","-41,8","-24,9",2005.0,2,0
3. Opel Astra,317,"3,8",596,"3,8",47,"0,6",85,"0,5","574,5","601,2",2005.0,2,0
4. Ford Focus,280,"3,4",591,"3,8",205,"2,5",504,"3,0","36,6","17,3",2005.0,2,0
5. Volkswagen Golf,351,"4,2",566,"3,6",463,"5,6",814,"4,9","-24,2","-30,5",2005.0,2,0
6. Volkswagen Passat,297,"3,6",563,"3,6",274,"3,3",469,"2,8","8,4","20,0",2005.0,2,0
7. Peugeot 307,233,"2,8",462,"2,9",333,"4,0",632,"3,8","-30,0","-26,9",2005.0,2,0
8. Toyota Rav4,221,"2,7",450,"2,9",218,"2,6",453,"2,7","1,4","-0,7",2005.0,2,0
9. Toyota Yaris,202,"2,4",414,"2,6",223,"2,7",479,"2,9","-9,4","-13,6",2005.0,2,0
10. Audi A3,228,"2,7",378,"2,4",71,"0,9",137,"0,8","221,1","175,9",2005.0,2,0
11. Audi A4,232,"2,8",353,"2,2",178,"2,1",317,"1,9","30,3","11,4",2005.0,2,0
12. Ford Mondeo,194,"2,3",345,"2,2",261,"3,1",555,"3,4","-25,7","-37,8",2005.0,2,0
13. Peugeot 407,148,"1,8",319,"2,0",0,"0,0",0,"0,0",,,2005.0,2,0
14. Renault Megane,162,"1,9",303,"1,9",118,"1,4",230,"1,4","37,3","31,7",2005.0,2,0
15. Volkswagen Polo,171,"2,1",300,"1,9",188,"2,3",388,"2,3","-9,0","-22,7",2005.0,2,0
16. Mazda 6,157,"1,9",297,"1,9",228,"2,7",441,"2,7","-31,1","-32,7",2005.0,2,0
17. Opel Vectra,148,"1,8",293,"1,9",228,"2,7",422,"2,6","-35,1","-30,6",2005.0,2,0
18. Volvo V70,171,"2,1",273,"1,7",166,"2,0",314,"1,9","3,0","-13,1",2005.0,2,0
